val_loss,val_accuracy,loss,accuracy
0.518330454826355,0.7314024567604065,1.0420861603755027,0.6580041646957397
0.5383584499359131,0.7491230964660645,0.992044264710123,0.6769550442695618
0.5898383855819702,0.7486655712127686,0.9792396869351344,0.6833919882774353
0.4805663824081421,0.7504956722259521,0.9900316121329237,0.6839916706085205
0.35664910078048706,0.7492755651473999,0.9822266896724625,0.6829521656036377
0.46168234944343567,0.7543083429336548,0.9767351259179408,0.6856309175491333
0.4822261333465576,0.7581210732460022,0.9623557735248202,0.6858707666397095
0.724072277545929,0.7578160762786865,0.961178841847106,0.6911882162094116
0.5092774629592896,0.7631539106369019,0.9502606112042294,0.6929873824119568
0.48272809386253357,0.7602562308311462,0.9630664211072179,0.6939868927001953
0.5377446413040161,0.7602562308311462,0.9504195026697091,0.6946665644645691
0.5553950667381287,0.7628488540649414,0.9521843821796897,0.698784589767456
0.7452108860015869,0.7622388005256653,0.959475553800216,0.6961458325386047
0.7942707538604736,0.7652890086174011,0.9604679251430169,0.6935071349143982
0.5576443672180176,0.7665090560913086,0.9531754616945243,0.6956260800361633
0.5825806856155396,0.765746533870697,0.9613226543097387,0.6923876404762268
0.5269408226013184,0.7643739581108093,0.9473939470609588,0.698064923286438
0.5228307247161865,0.7684916853904724,0.9410289591376388,0.6993443369865417
0.42050349712371826,0.7640689611434937,0.9494187545627666,0.6972653269767761
0.39704257249832153,0.7616288065910339,0.9571568658118169,0.6953862309455872
0.45351746678352356,0.7636114358901978,0.9490619067971885,0.6988645195960999
0.5205812454223633,0.7675766348838806,0.9416608520170298,0.700063943862915
0.4516620635986328,0.7672716379165649,0.9464563277365207,0.6970654129981995
0.6228014826774597,0.7687966823577881,0.9316887706446682,0.700063943862915
0.2128472626209259,0.7691017389297485,0.9441244365996253,0.6997441053390503
