epoch,accuracy,loss,val_accuracy,val_loss
0,0.70100373,0.9322007344519162,0.8316032290458679,0.359357625246048
1,0.7251343,0.8688157004286573,0.8300653696060181,0.44887280464172363
2,0.7319274,0.8476044415799113,0.8227604627609253,0.4875892400741577
3,0.72989964,0.8430548193705417,0.8323721885681152,0.2918579578399658
4,0.73131907,0.8297772794874302,0.8277585506439209,0.3128449022769928
5,0.73507047,0.8332667451812301,0.8289119601249695,0.25398513674736023
0,0.68417317,0.9051078708143079,0.8204536437988281,0.31827646493911743
