epoch,accuracy,loss,val_accuracy,val_loss
0,0.65028316,1.0530756928002565,0.7282774448394775,0.5429558157920837
1,0.69666904,0.9747358015267439,0.7334869503974915,0.4949587285518646
2,0.70679355,0.9476471689653334,0.7503840327262878,0.3815849721431732
3,0.7178293,0.9264984077331664,0.7503840327262878,0.7428358793258667
4,0.71985424,0.9301996213819885,0.7576804757118225,0.46486732363700867
5,0.7164119,0.9391634445073598,0.7553763389587402,0.4932173192501068
6,0.72380275,0.9054134755020165,0.7634408473968506,0.43167543411254883
7,0.7218791,0.9230907033773235,0.7630568146705627,0.36468449234962463
8,0.72552395,0.9154963292512646,0.7549923062324524,0.6085488796234131
9,0.7194492,0.9123978766760653,0.7715053558349609,0.584516167640686
10,0.7302825,0.902789811796175,0.7653610110282898,0.41286730766296387
11,0.7263339,0.9008184765301772,0.7580645084381104,0.4004400670528412
12,0.7271439,0.9014551507578189,0.7718893885612488,0.45075035095214844
13,0.7319024,0.9001354037043753,0.7734255194664001,0.6420158743858337
0,0.5348908,1.1875870677259748,0.6482469439506531,0.557431697845459
1,0.53356284,1.1887331608638743,0.6332565546035767,0.6388821601867676
0,0.6574636,1.041503527210754,0.6897866129875183,0.6164523363113403
1,0.664473,1.0102145563763163,0.7188940048217773,0.6750102639198303
2,0.6774324,0.99529814423247,0.7288786768913269,0.5900232195854187
3,0.68462086,0.9889512059176102,0.731566846370697,0.6124386787414551
4,0.680571,0.9852343872996662,0.731566846370697,0.4484623372554779
5,0.6924167,0.9717742782306777,0.72926265001297,0.5353376865386963
6,0.69180924,0.9632998093294327,0.7334869503974915,0.43839043378829956
7,0.6907968,0.9711553154655999,0.7323348522186279,0.6127685308456421
8,0.69363165,0.963341798897732,0.7361751198768616,0.6208527088165283
9,0.69535285,0.9527678922794844,0.7357910871505737,0.500170886516571
10,0.6997064,0.9531646540281538,0.7427035570144653,0.4320490062236786
11,0.7037562,0.9431428105299852,0.7311828136444092,0.553063154220581
12,0.69494784,0.963035483284012,0.7438555955886841,0.6015565395355225
13,0.6968715,0.955301031188177,0.7346389889717102,0.5386101007461548
14,0.6983902,0.9599666324139269,0.7461597323417664,0.47127845883369446
15,0.70112383,0.9532241925568526,0.7384792566299438,0.5842385292053223
16,0.69859266,0.9469310008551387,0.7427035570144653,0.5289537906646729
17,0.7017313,0.9584603565140172,0.7465437650680542,0.4083270728588104
18,0.6963653,0.9451628775143776,0.72926265001297,0.47887808084487915
19,0.7113496,0.9188918568313852,0.753072202205658,0.3325759768486023
20,0.7061861,0.9409456815484976,0.7430875301361084,0.44403398036956787
21,0.7002126,0.9437248353245071,0.7423195242881775,0.4374164342880249
22,0.70537615,0.9406157834177209,0.741167426109314,0.5492010712623596
23,0.70274377,0.9371226603195254,0.7476958632469177,0.6435288190841675
24,0.7044649,0.9515616414734525,0.7473118305206299,0.4556775689125061
25,0.7017313,0.9535088076564456,0.7288786768913269,0.39980125427246094
26,0.70679355,0.9329344455959513,0.7561444044113159,0.4921581745147705
27,0.7050724,0.9396557307465424,0.7415514588356018,0.44153112173080444
28,0.7102359,0.9303716988508984,0.7523041367530823,0.5485031604766846
29,0.7026425,0.9395338864392617,0.7415514588356018,0.44740819931030273
30,0.709021,0.9197711052652722,0.7496159672737122,0.5058053731918335
31,0.709021,0.9346827488987386,0.7442396283149719,0.6876656413078308
32,0.70851475,0.9431644791628386,0.7507680654525757,0.47379064559936523
33,0.7039587,0.9319312247209394,0.7596006393432617,0.4528047442436218
34,0.7083122,0.9404361167392883,0.7392473220825195,0.38757967948913574
35,0.7017313,0.9376562224463243,0.7484639286994934,0.5063883066177368
36,0.7075023,0.929856098747041,0.7476958632469177,0.6452547311782837
37,0.7080085,0.9276391346649903,0.7523041367530823,0.537163496017456
38,0.7138807,0.9273781138561366,0.746927797794342,0.4868393540382385
39,0.7114509,0.9301091619345103,0.7461597323417664,0.6025698781013489
40,0.7045662,0.9333824651243958,0.7553763389587402,0.5266387462615967
41,0.71124834,0.9212583329762791,0.7430875301361084,0.6850975751876831
42,0.7140832,0.9332483176930636,0.7438555955886841,0.5915107727050781
43,0.7052749,0.9271465306872477,0.7503840327262878,0.6295067071914673
44,0.70861596,0.9239756488493487,0.7461597323417664,0.41870200634002686
45,0.7126658,0.9375349528709621,0.7511520981788635,0.34784507751464844
46,0.7106409,0.9213557018856656,0.7549923062324524,0.4001768231391907
0,0.68001616,0.9403188840085249,0.7057926654815674,0.44559958577156067
1,0.71033716,0.8542160115599741,0.6954684853553772,0.6802712082862854
2,0.70922345,0.8460219827960278,0.7004608511924744,0.3471318781375885
3,0.70861596,0.8433947395467318,0.7043010592460632,0.5704888701438904
0,0.72471684,0.9039770602987036,0.7568597793579102,0.42339029908180237
1,0.7466842,0.8216661596824443,0.7553763389587402,0.537100076675415
2,0.74121696,0.8170279972319349,0.7607526779174805,0.4865565299987793
3,0.7502278,0.7974527144077228,0.7630568146705627,0.4911508858203888
4,0.7540751,0.779227481893022,0.7607526779174805,0.30140167474746704
5,0.75063276,0.7837046834305373,0.7726574540138245,0.3635615110397339
6,0.7498228,0.7888325521358657,0.7592166066169739,0.44815871119499207
7,0.7497216,0.7844539984247517,0.7661290168762207,0.367667019367218
8,0.7502278,0.7882041708592933,0.7592166066169739,0.37198787927627563
0,0.7218851,0.8727180621191908,0.7507622241973877,0.45594480633735657
1,0.7361547,0.8141130998548111,0.7580645084381104,0.46498697996139526
2,0.7434444,0.8013296011694653,0.7622888088226318,0.5905556678771973
3,0.7480004,0.7861485049902481,0.7630568146705627,0.46146896481513977
4,0.7553913,0.7693901949111323,0.7722734212875366,0.5092748403549194
0,0.6996857,0.8838371440132189,0.7735486626625061,0.5873440504074097
1,0.7287843,0.8116031257252682,0.7531718611717224,0.4272233545780182
2,0.7327385,0.7884867032377035,0.7635524868965149,0.5594979524612427
3,0.7327385,0.8082244413795595,0.7554786801338196,0.645576536655426
4,0.73902464,0.7778761566356074,0.7662437558174133,0.29476290941238403
5,0.7393288,0.786203823290961,0.7647058963775635,0.3491562604904175
6,0.74186355,0.7678349033144634,0.7589388489723206,0.3802218437194824
7,0.7346649,0.7753945598251303,0.7712418437004089,0.6385668516159058
8,0.7407482,0.768187130028126,0.7723952531814575,0.5267823338508606
9,0.7386191,0.7862171623427135,0.7685505747795105,0.5836329460144043
10,0.73963296,0.7681870038509611,0.7635524868965149,0.404244601726532
11,0.7460205,0.762722932602249,0.78277587890625,0.4575376510620117
12,0.7428774,0.7665654652641787,0.7589388489723206,0.5025390386581421
13,0.7474399,0.760788763063766,0.7731641530990601,0.36692309379577637
14,0.745108,0.756186477476596,0.7731641530990601,0.37087053060531616
15,0.7453108,0.761494580850052,0.7708573341369629,0.27718329429626465
16,0.737808,0.7749502416086357,0.775086522102356,0.5042614340782166
17,0.75078577,0.7588970434843352,0.7727797031402588,0.4930090606212616
18,0.7453108,0.7612943831858789,0.7708573341369629,0.4460206627845764
19,0.73983574,0.7788490169033564,0.7735486626625061,0.33652985095977783
20,0.7521038,0.743096252544335,0.775086522102356,0.4011806547641754
21,0.74814963,0.7541551016974398,0.7731641530990601,0.41149795055389404
22,0.74926496,0.7528492123761815,0.7800846099853516,0.41466325521469116
23,0.7467302,0.7526729859379234,0.7723952531814575,0.5291229486465454
24,0.75007606,0.7480625481026828,0.7754709720611572,0.3191710412502289
