epoch,accuracy,loss,val_accuracy,val_loss
0,0.5558132,1.2138053670551765,0.5724085569381714,0.7354214191436768
0,0.60474974,1.132902088097414,0.7041158676147461,0.5504374504089355
0,0.65800416,1.0420861603755027,0.7314024567604065,0.518330454826355
1,0.67695504,0.992044264710123,0.7491230964660645,0.5383584499359131
2,0.683392,0.9792396869351344,0.7486655712127686,0.5898383855819702
3,0.6839917,0.9900316121329237,0.7504956722259521,0.4805663824081421
4,0.68295217,0.9822266896724625,0.7492755651473999,0.35664910078048706
5,0.6856309,0.9767351259179408,0.7543083429336548,0.46168234944343567
6,0.68587077,0.9623557735248202,0.7581210732460022,0.4822261333465576
7,0.6911882,0.961178841847106,0.7578160762786865,0.724072277545929
8,0.6929874,0.9502606112042294,0.7631539106369019,0.5092774629592896
9,0.6939869,0.9630664211072179,0.7602562308311462,0.48272809386253357
10,0.69466656,0.9504195026697091,0.7602562308311462,0.5377446413040161
11,0.6987846,0.9521843821796897,0.7628488540649414,0.5553950667381287
12,0.69614583,0.959475553800216,0.7622388005256653,0.7452108860015869
13,0.69350713,0.9604679251430169,0.7652890086174011,0.7942707538604736
14,0.6956261,0.9531754616945243,0.7665090560913086,0.5576443672180176
15,0.69238764,0.9613226543097387,0.765746533870697,0.5825806856155396
16,0.6980649,0.9473939470609588,0.7643739581108093,0.5269408226013184
17,0.69934434,0.9410289591376388,0.7684916853904724,0.5228307247161865
18,0.6972653,0.9494187545627666,0.7640689611434937,0.42050349712371826
19,0.69538623,0.9571568658118169,0.7616288065910339,0.39704257249832153
20,0.6988645,0.9490619067971885,0.7636114358901978,0.45351746678352356
21,0.70006394,0.9416608520170298,0.7675766348838806,0.5205812454223633
22,0.6970654,0.9464563277365207,0.7672716379165649,0.4516620635986328
23,0.70006394,0.9316887706446682,0.7687966823577881,0.6228014826774597
24,0.6997441,0.9441244365996253,0.7691017389297485,0.2128472626209259
0,0.58136094,1.1643532661176883,0.7382621765136719,0.4868435561656952
1,0.5985527,1.1357398987121436,0.744242787361145,0.5767194628715515
2,0.60415,1.1275622140745458,0.7474454641342163,0.5484867095947266
0,0.6175836,1.1016236454815593,0.7481707334518433,0.47425922751426697
1,0.6399328,1.0710600195894924,0.7521732449531555,0.6115947365760803
2,0.64844877,1.0605824635769678,0.7500381469726562,0.5523922443389893
